Mod:Item:MetaData, Localized Name
grapplemod:ropeupgradeitem, Rope Grappling Hook Upgrade
grapplemod:staffupgradeitem, Ender Staff Grappling Hook Upgrade
grapplemod:swingupgradeitem, Swing Grappling Hook Upgrade
grapplemod:throwupgradeitem, Hook Thrower Grappling Hook Upgrade
grapplemod:limitsupgradeitem, Limits Grappling Hook Upgrade
lycanitesmobs:shadowstonebrick_stairs, Shadowstone Brick Stairs
lycanitesmobs:demonstonebrick_stairs, Demonstone Brick Stairs
lycanitesmobs:bansheeeye, Banshee Eye
lycanitesmobs:sprigganheart, Spriggan Heart
lycanitesmobs:desertstone_stairs, Desertstone Stairs
lycanitesmobs:whirlwindcharge, Whirlwind Charge
lycanitesmobs:searing_taco, Searing Taco
lycanitesmobs:cooked_ika_meat, Cooked Ika Meat
lycanitesmobs:cooked_chupacabra_meat, Cooked Chupacabra Meat
lycanitesmobs:undeadspawn:0, Spawn Undead: Wendigo
lycanitesmobs:undeadspawn:0, Spawn Undead: Amalgalich
lycanitesmobs:undeadspawn:0, Spawn Undead: Geist
lycanitesmobs:undeadspawn:0, Spawn Undead: Ghoul
lycanitesmobs:undeadspawn:0, Spawn Undead: Cryptkeeper
lycanitesmobs:undeadspawn:0, Spawn Undead: Reaper
lycanitesmobs:tropical_curry, Tropical Curry
lycanitesmobs:shadowstonetile_stairs, Shadowstone Tile Stairs
lycanitesmobs:sylphwing, Sylph Wing
lycanitesmobs:battle_burrito, Battle Burrito
lycanitesmobs:shadowstonebrick_fence, Shadowstone Brick Fence
lycanitesmobs:blood_chili, Blood Chili
lycanitesmobs:grueclaw, Grue Claw
lycanitesmobs:immunizer, Immunizer
lycanitesmobs:geonachspear, Geonach Spear
lycanitesmobs:halloweentreat, Halloween Treat
lycanitesmobs:frostweb, Frostweb
lycanitesmobs:seashell_maki, Seashell Maki
lycanitesmobs:impspawn:0, Spawn Imp: Gnekk
lycanitesmobs:impspawn:0, Spawn Imp: Pixen
lycanitesmobs:impspawn:0, Spawn Imp: Clink
lycanitesmobs:impspawn:0, Spawn Imp: Arix
lycanitesmobs:impspawn:0, Spawn Imp: Afrit
lycanitesmobs:raw_yeti_meat, Raw Yeti Meat
lycanitesmobs:bloodsummoningstaff, Blood Summoning Staff
lycanitesmobs:demoncrystal, Demon Crystal
lycanitesmobs:beastspawn:0, Spawn Beast: Jabberwock
lycanitesmobs:beastspawn:0, Spawn Beast: Arisaur
lycanitesmobs:beastspawn:0, Spawn Beast: Wraamon
lycanitesmobs:beastspawn:0, Spawn Beast: Manticore
lycanitesmobs:beastspawn:0, Spawn Beast: Barghest
lycanitesmobs:beastspawn:0, Spawn Beast: Conba
lycanitesmobs:beastspawn:0, Spawn Beast: Warg
lycanitesmobs:beastspawn:0, Spawn Beast: Kobold
lycanitesmobs:beastspawn:0, Spawn Beast: Maka Alpha
lycanitesmobs:beastspawn:0, Spawn Beast: Salamander
lycanitesmobs:beastspawn:0, Spawn Beast: Chupacabra
lycanitesmobs:beastspawn:0, Spawn Beast: Geken
lycanitesmobs:beastspawn:0, Spawn Beast: Maug
lycanitesmobs:beastspawn:0, Spawn Beast: Aspid
lycanitesmobs:beastspawn:0, Spawn Beast: Dawon
lycanitesmobs:beastspawn:0, Spawn Beast: Khalk
lycanitesmobs:beastspawn:0, Spawn Beast: Quillbeast
lycanitesmobs:beastspawn:0, Spawn Beast: Yale
lycanitesmobs:beastspawn:0, Spawn Beast: Yeti
lycanitesmobs:beastspawn:0, Spawn Beast: Maka
lycanitesmobs:beastspawn:0, Spawn Beast: Feradon
lycanitesmobs:beastspawn:0, Spawn Beast: Epion
lycanitesmobs:lapis_fish_and_chips, Lapis Fish and Chips
lycanitesmobs:magmacharge, Magma Charge
lycanitesmobs:frostboltcharge, Frostbolt Charge
lycanitesmobs:avianspawn:0, Spawn Avian: Uvaraptor
lycanitesmobs:avianspawn:0, Spawn Avian: Roc
lycanitesmobs:avianspawn:0, Spawn Avian: Raiko
lycanitesmobs:avianspawn:0, Spawn Avian: Ventoraptor
lycanitesmobs:desertstonetile_stairs, Desertstone Tile Stairs
lycanitesmobs:shadowcrystal, Shadow Crystal
lycanitesmobs:cooked_yeti_meat, Cooked Yeti Meat
lycanitesmobs:angeltreat, Angel Treat
lycanitesmobs:raw_joust_meat, Raw Joust Meat
lycanitesmobs:quickweb, Quickweb
lycanitesmobs:remobrawing, Remobra Wing
lycanitesmobs:desertstonebrick_fence, Desertstone Brick Fence
lycanitesmobs:spectralboltcharge, Spectral Bolt Charge
lycanitesmobs:doomfire, Doomfire
lycanitesmobs:moss_pie, Moss Pie
lycanitesmobs:uvaraptorskull, Uvaraptor Skull
lycanitesmobs:soulstoneinferno, Inferno Soulstone
lycanitesmobs:desertstonepolished, Polished Desertstone
lycanitesmobs:summoningstaff, Summoning Staff
lycanitesmobs:demonstonechiseled, Chiseled Demonstone
lycanitesmobs:venomshotcharge, Venomshot Charge
lycanitesmobs:planttreat, Plant Treat
lycanitesmobs:explorers_risotto, Explorers Risotto
lycanitesmobs:desertstonechiseled, Chiseled Desertstone
lycanitesmobs:hellfire, Hellfire
lycanitesmobs:brutespawn:0, Spawn Brute: Lobber
lycanitesmobs:brutespawn:0, Spawn Brute: Wildkin
lycanitesmobs:brutespawn:0, Spawn Brute: Troll
lycanitesmobs:brutespawn:0, Spawn Brute: Ettin
lycanitesmobs:shadowstone_slab_double, Double Shadowstone Slab
lycanitesmobs:dragontreat, Dragon Treat
lycanitesmobs:aquapulsescepter, Aqua Pulse Scepter
lycanitesmobs:astarothclaw, Astaroth Claw
lycanitesmobs:shadowstonechiseled, Chiseled Shadowstone
lycanitesmobs:scorchfirescepter, Scorchfire Scepter
lycanitesmobs:icefire, Icefire
lycanitesmobs:shadowfire, Shadowfire
lycanitesmobs:lushstone_stairs, Lushstone Stairs
lycanitesmobs:boulderblastcharge, Boulder Blast Charge
lycanitesmobs:icefireballcharge, item.icefireballcharge.name
lycanitesmobs:peaks_kebab, Peaks Kebab
lycanitesmobs:hellfireballcharge, item.hellfireballcharge.name
lycanitesmobs:quillcharge, item.quillcharge.name
lycanitesmobs:lushstonebrick_fence, Lushstone Brick Fence
lycanitesmobs:mobtoken, Mob Token
lycanitesmobs:scorchfireballcharge, item.scorchfireballcharge.name
lycanitesmobs:wraithsigil, Wraith Sigil
lycanitesmobs:throwingscythecharge, item.throwingscythecharge.name
lycanitesmobs:acidsplashcharge, Acid Splash Charge
lycanitesmobs:zephyrblade, Zephyr Blade
lycanitesmobs:lushstonebrick_stairs, Lushstone Brick Stairs
lycanitesmobs:frostcloud, Frostcloud
lycanitesmobs:elementaltreat, Elemental Treat
lycanitesmobs:desertstone, Desertstone
lycanitesmobs:ironaxehead, Iron Axe Head
lycanitesmobs:sutiramustinger, Sutiramu Stinger
lycanitesmobs:ironhilt, Iron Hilt
lycanitesmobs:lobdarklingscharge, Lob Darklings Charge
lycanitesmobs:shadowstone, Shadowstone
lycanitesmobs:undeadtreat, Undead Treat
lycanitesmobs:faeboltcharge, Faebolt Charge
lycanitesmobs:wendigoantler, Wendigo Antler
lycanitesmobs:clinkscythe, Clink Scythe
lycanitesmobs:lushstonetile, Lushstone Tile
lycanitesmobs:quillscepter, Quill Scepter
lycanitesmobs:lushstonebrick_slab:0, Lushstone Brick Slab
lycanitesmobs:desertstonepillar, Desertstone Pillar
lycanitesmobs:raw_krake_meat, Raw Krake Meat
lycanitesmobs:stablesummoningstaff, Stable Summoning Staff
lycanitesmobs:demonstonebrick_wall, Demonstone Brick Wall
lycanitesmobs:raw_yale_meat, Raw Yale Meat
lycanitesmobs:ironrod, Iron Rod
lycanitesmobs:vespidstinger, Vespid Stinger
lycanitesmobs:embercharge, Ember Charge
lycanitesmobs:demontreat, Demon Treat
lycanitesmobs:pale_soup, Pale Soup
lycanitesmobs:argustail, Argus Tail
lycanitesmobs:equipmentforge_lesser, Lesser Equipment Forge (Lvl 1)
lycanitesmobs:cooked_yale_meat, Cooked Yale Meat
lycanitesmobs:raw_pinky_meat, Raw Pinky Meat
lycanitesmobs:mudshotscepter, Mudshot Scepter
lycanitesmobs:wargskull, Warg Skull
lycanitesmobs:cooked_pinky_meat, Cooked Pinky Meat
lycanitesmobs:soulkeyemerald, Emerald Soulkey
lycanitesmobs:poopcharge, Poop
lycanitesmobs:frostfire, Frostfire
lycanitesmobs:imptreat, Imp Treat
lycanitesmobs:cooked_aspid_meat, Cooked Aspid Meat
lycanitesmobs:raw_aspid_meat, Raw Aspid Meat
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Lacedon
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Roa
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Silex
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Abtu
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Strider
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Skylus
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Thresher
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Aglebemu
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Cephignis
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Abaia
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Ika
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Dweller
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Ioray
lycanitesmobs:djinncloud, Djinn Cloud
lycanitesmobs:lifedraincharge, Life Drain Charge
lycanitesmobs:aquapulsecharge, Aqua Pulse Charge
lycanitesmobs:shadowstone_stairs, Shadowstone Stairs
lycanitesmobs:equipmentforge_master, Master Equipment Forge (Lvl 3)
lycanitesmobs:soulstonefreshwater, Freshwater Soulstone
lycanitesmobs:lushstonetile_slab:0, Lushstone Tile Slab
lycanitesmobs:blizzardscepter, Blizzard Scepter
lycanitesmobs:aberrationtreat, Aberration Treat
lycanitesmobs:arthropodtreat, Arthropod Treat
lycanitesmobs:arcanelaserstormcharge, Arcane Laser Storm Charge
lycanitesmobs:bloodleechscepter, Bloodleech Scepter
lycanitesmobs:ventoraptorskull, Ventoraptor Skull
lycanitesmobs:dragonspawn:0, Spawn Dragon: Quetzodracl
lycanitesmobs:dragonspawn:0, Spawn Dragon: Cockatrice
lycanitesmobs:dragonspawn:0, Spawn Dragon: Morock
lycanitesmobs:dragonspawn:0, Spawn Dragon: Ignibus
lycanitesmobs:dragonspawn:0, Spawn Dragon: Zoataur
lycanitesmobs:dragonspawn:0, Spawn Dragon: Remobra
lycanitesmobs:raw_concapede_meat, Raw Concapede Meat
lycanitesmobs:geistliver, Geist Liver
lycanitesmobs:cooked_krake_meat, Cooked Krake Meat
lycanitesmobs:cooked_joust_meat, Cooked Joust Meat
lycanitesmobs:ironpikejoint, Iron Pike Joint
lycanitesmobs:aetherwavecharge, Aetherwave Charge
lycanitesmobs:soulkey, Soulkey
lycanitesmobs:demonstone, Demonstone
lycanitesmobs:aviantreat, Avian Treat
lycanitesmobs:soulstonedemonic, Demonic Soulstone
lycanitesmobs:waterjetscepter, Water Jet Scepter
lycanitesmobs:demonstonebrick_slab:0, Demonstone Brick Slab
lycanitesmobs:cooked_arisaur_meat, Cooked Arisaur Meat
lycanitesmobs:doomfirescepter, Doomfire Scepter
lycanitesmobs:lightballcharge, item.lightballcharge.name
lycanitesmobs:desertstonebrick_slab:0, Desertstone Brick Slab
lycanitesmobs:darklingskull, Darkling Skull
lycanitesmobs:frostboltscepter, Frostbolt Scepter
lycanitesmobs:soulstoneshadow, Shadow Soulstone
lycanitesmobs:entarm, Ent Arm
lycanitesmobs:elementalspawn:0, Spawn Elemental: Spriggan
lycanitesmobs:elementalspawn:0, Spawn Elemental: Tremor
lycanitesmobs:elementalspawn:0, Spawn Elemental: Vapula
lycanitesmobs:elementalspawn:0, Spawn Elemental: Geonach
lycanitesmobs:elementalspawn:0, Spawn Elemental: Cinder
lycanitesmobs:elementalspawn:0, Spawn Elemental: Reiver
lycanitesmobs:elementalspawn:0, Spawn Elemental: Jengu
lycanitesmobs:elementalspawn:0, Spawn Elemental: Spectre
lycanitesmobs:elementalspawn:0, Spawn Elemental: Banshee
lycanitesmobs:elementalspawn:0, Spawn Elemental: Grue
lycanitesmobs:elementalspawn:0, Spawn Elemental: Aegis
lycanitesmobs:elementalspawn:0, Spawn Elemental: Zephyr
lycanitesmobs:elementalspawn:0, Spawn Elemental: Djinn
lycanitesmobs:elementalspawn:0, Spawn Elemental: Eechetik
lycanitesmobs:elementalspawn:0, Spawn Elemental: Wraith
lycanitesmobs:elementalspawn:0, Spawn Elemental: Sylph
lycanitesmobs:elementalspawn:0, Spawn Elemental: Volcan
lycanitesmobs:elementalspawn:0, Spawn Elemental: Wisp
lycanitesmobs:elementalspawn:0, Spawn Elemental: Argus
lycanitesmobs:elementalspawn:0, Spawn Elemental: Nymph
lycanitesmobs:elementalspawn:0, Spawn Elemental: Xaphan
lycanitesmobs:mudshotcharge, Mudshot Charge
lycanitesmobs:poopscepter, Poop Scepter
lycanitesmobs:raw_ika_meat, Raw Ika Meat
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Herma
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Sutiramu
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Vespid Queen
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Vespid
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Joust Alpha
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Tarantula
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Calpod
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Erepede
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Concapede Segment
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Frostweaver
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Eyewig
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Concapede
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Joust
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Gorgomite
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Darkling
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Lurker
lycanitesmobs:frostyfur, Frosty Fur
lycanitesmobs:cleansingcrystal, Cleansing Crystal
lycanitesmobs:goldscepterhead, Gold Scepter Head
lycanitesmobs:lushstonepillar, Lushstone Pillar
lycanitesmobs:raw_arisaur_meat, Raw Arisaur Meat
lycanitesmobs:crystalshardcharge, item.crystalshardcharge.name
lycanitesmobs:tundracharge, Tundra Charge
lycanitesmobs:soulstone, Soulstone
lycanitesmobs:poopcloud, Poop Cloud
lycanitesmobs:ooze, Ooze
lycanitesmobs:brutetreat, Brute Treat
lycanitesmobs:demonstone_stairs, Demonstone Stairs
lycanitesmobs:summoningpedestal, Summoning Pedestal
lycanitesmobs:desertstonetile, Desertstone Tile
lycanitesmobs:lushstonepolished, Polished Lushstone
lycanitesmobs:desertstone_slab_double, Double Desertstone Slab
lycanitesmobs:cooked_silex_meat, Cooked Silex Meat
lycanitesmobs:raw_silex_meat, Raw Silex Meat
lycanitesmobs:plantspawn:0, Spawn Plant: Triffid
lycanitesmobs:plantspawn:0, Spawn Plant: Treant
lycanitesmobs:plantspawn:0, Spawn Plant: Ent
lycanitesmobs:plantspawn:0, Spawn Plant: Shambler
lycanitesmobs:tricksterflarecharge, item.tricksterflarecharge.name
lycanitesmobs:paleo_salad, Paleo Salad
lycanitesmobs:poisongland, Poison Gland
lycanitesmobs:cooked_cephignis_meat, Cooked Cephignis Meat
lycanitesmobs:tundrascepter, Tundra Scepter
lycanitesmobs:magmascepter, Magma Scepter
lycanitesmobs:bucketooze, Ooze Bucket
lycanitesmobs:desertstonetile_slab:0, Desertstone Tile Slab
lycanitesmobs:wraithskull, Wraith Skull
lycanitesmobs:demonstone_slab:0, Demonstone Slab
lycanitesmobs:desertstone_slab:0, Desertstone Slab
lycanitesmobs:woodenrod, Wooden Rod
lycanitesmobs:bulwark_burger, Bulwark Burger
lycanitesmobs:lushstonebrick_wall, Lushstone Brick Wall
lycanitesmobs:poisoncloud, Poison Cloud
lycanitesmobs:cooked_maka_meat, Cooked Maka Meat
lycanitesmobs:shadowstone_slab:0, Shadowstone Slab
lycanitesmobs:shadowstonetile, Shadowstone Tile
lycanitesmobs:sprigganroot, Spriggan Root
lycanitesmobs:cooked_concapede_meat, Cooked Concapede Meat
lycanitesmobs:wintergift, Winter Gift
lycanitesmobs:lushcrystal, Lush Crystal
lycanitesmobs:desertcrystal, Desert Crystal
lycanitesmobs:lushstone_slab:0, Lushstone Slab
lycanitesmobs:raw_maka_meat, Raw Maka Meat
lycanitesmobs:demonstonebrick_fence, Demonstone Brick Fence
lycanitesmobs:wormtreat, Worm Treat
lycanitesmobs:hellfirescepter, Hellfire Scepter
lycanitesmobs:propolis, Propolis
lycanitesmobs:scorchfire, Scorchfire
lycanitesmobs:xaphanspine, Xaphan Spine
lycanitesmobs:demonstonepillar, Demonstone Pillar
lycanitesmobs:beasttreat, Beast Treat
lycanitesmobs:lushstonechiseled, Chiseled Lushstone
lycanitesmobs:demonicblastcharge, item.demonicblastcharge.name
lycanitesmobs:wintergiftlarge, Large Winter Gift
lycanitesmobs:gammasphere, Gamma Sphere
lycanitesmobs:bloodleechcharge, Bloodleech Charge
lycanitesmobs:desertstonebrick_stairs, Desertstone Brick Stairs
lycanitesmobs:savagesummoningstaff, Savage Summoning Staff
lycanitesmobs:soulcubedemonic, Demonic Soulcube
lycanitesmobs:cinderblade, Cinder Blade
lycanitesmobs:icefirescepter, Icefire Scepter
lycanitesmobs:geonachfist, Geonach Fist
lycanitesmobs:soulcubeundead, Undead Soulcube
lycanitesmobs:woodenpaxel, Wooden Paxel
lycanitesmobs:equipment_infuser, tile.equipment_infuser.name
lycanitesmobs:demonstonetile_slab:0, Demonstone Tile Slab
lycanitesmobs:raw_chupacabra_meat, Raw Chupacabra Meat
lycanitesmobs:desertstonebrick_wall, Desertstone Brick Wall
lycanitesmobs:shadowstonebrick_slab:0, Shadowstone Brick Slab
lycanitesmobs:poisonrayscepter, Poison Ray Scepter
lycanitesmobs:shadowstonepolished, Polished Shadowstone
lycanitesmobs:frostwebcharge, Frostweb Charge
lycanitesmobs:woodenhilt, Wooden Hilt
lycanitesmobs:shadowstonebrick, Shadowstone Brick
lycanitesmobs:equipment, Crafted Equipment
lycanitesmobs:soulkeydiamond, Diamond Soulkey
lycanitesmobs:arcanelaserstormscepter, Arcane Laser Storm Scepter
lycanitesmobs:caecilian_ramen, Caecilian Ramen
lycanitesmobs:demoniclightningscepter, Demonic Lightning Scepter
lycanitesmobs:lushstone, Lushstone
lycanitesmobs:chaosorbcharge, Chaos Orb Charge
lycanitesmobs:shadowstonepillar, Shadowstone Pillar
lycanitesmobs:lushstonebrick, Lushstone Brick
lycanitesmobs:poisonraycharge, item.poisonraycharge.name
lycanitesmobs:aquatictreat, Aquatic Treat
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Beholder
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Trite
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Shade
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Asmodeus
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Astaroth
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Krake
lycanitesmobs:spectretendril, Spectre Tendril
lycanitesmobs:lushstone_slab_double, Double Lushstone Slab
lycanitesmobs:soulgazer, Soulgazer
lycanitesmobs:vapulacrystal, Vapula Crystal
lycanitesmobs:soulstonemountain, Mountain Soulstone
lycanitesmobs:wormspawn:0, Spawn Worm: Crusk
lycanitesmobs:wormspawn:0, Spawn Worm: Serpix
lycanitesmobs:wormspawn:0, Spawn Worm: Gorger
lycanitesmobs:blizzardcharge, Blizzard Charge
lycanitesmobs:demonstonetile, Demonstone Tile
lycanitesmobs:desertstonebrick, Desertstone Brick
lycanitesmobs:spectralboltscepter, Spectral Bolt Scepter
lycanitesmobs:lifedrainscepter, Life Drain Scepter
lycanitesmobs:demonspawn:0, Spawn Demon: Behemoth
lycanitesmobs:demonspawn:0, Spawn Demon: Belph
lycanitesmobs:demonspawn:0, Spawn Demon: Pinky
lycanitesmobs:demonspawn:0, Spawn Demon: Cacodemon
lycanitesmobs:demonspawn:0, Spawn Demon: Rahovart
lycanitesmobs:doomfireballcharge, item.doomfireballcharge.name
lycanitesmobs:demonstone_slab_double, Double Demonstone Slab
lycanitesmobs:frostwebscepter, Frostweb Scepter
lycanitesmobs:waterjetcharge, Water Jet Charge
lycanitesmobs:devil_lasagna, Devil Lasagna
lycanitesmobs:bucketpurelava, Moglava Bucket
lycanitesmobs:boulderblastscepter, Boulder Blast Scepter
lycanitesmobs:reiverhorns, Reiver Horns
lycanitesmobs:devilstarcharge, Devilstar Charge
lycanitesmobs:shadowstonetile_slab:0, Shadowstone Tile Slab
lycanitesmobs:purelava, Moglava
lycanitesmobs:eechetikarm, Eechetik Arm
lycanitesmobs:equipmentforge_greater, Greater Equipment Forge (Lvl 2)
lycanitesmobs:shadowstonebrick_wall, Shadowstone Brick Wall
lycanitesmobs:amber_cake, Amber Cake
lycanitesmobs:demonstonebrick, Demonstone Brick
lycanitesmobs:veswax, Veswax
lycanitesmobs:sturdysummoningstaff, Sturdy Summoning Staff
lycanitesmobs:demonstonepolished, Polished Demonstone
lycanitesmobs:demonstonetile_stairs, Demonstone Tile Stairs
lycanitesmobs:lushstonetile_stairs, Lushstone Tile Stairs
lycanitesmobs:ironpaxel, Iron Paxel
trumpetskeleton:trumpet, Trumpet
variedcommodities:vcrecipes_book, VariedCommodities Recipe Book
variedcommodities:coin_wood, Wooden Coin
variedcommodities:coin_stone, Stone Coin
variedcommodities:coin_bronze, Bronze Coin
variedcommodities:coin_iron, Iron Coin
variedcommodities:coin_gold, Golden Coin
variedcommodities:coin_diamond, Diamond Coin
variedcommodities:coin_emerald, Emerald Coin
variedcommodities:gem_sapphire, Sapphire
variedcommodities:gem_ruby, Ruby
variedcommodities:gem_amethyst, Amethyst
variedcommodities:ingot_bronze, Bronze Ingot
variedcommodities:ingot_steel, Steel Ingot
variedcommodities:ingot_demonic, Demonic Ingot
variedcommodities:ingot_mithril, Mithril Ingot
variedcommodities:banjo, Banjo
variedcommodities:violin, Violin
variedcommodities:violin_bow, Violin Bow
variedcommodities:harp, Harp
variedcommodities:guitar, Guitar
variedcommodities:french_horn, French Horn
variedcommodities:ocarina, Ocarina
variedcommodities:clarinet, Clarinet
variedcommodities:element_earth, Earth Element
variedcommodities:element_water, Water Element
variedcommodities:element_fire, Fire Element
variedcommodities:element_air, Air Element
variedcommodities:spell_nature, Nature Spell
variedcommodities:spell_arcane, Arcane Spell
variedcommodities:spell_lightning, Lightning Spell
variedcommodities:spell_ice, Ice Spell
variedcommodities:spell_fire, Fire Spell
variedcommodities:spell_dark, Dark Spell
variedcommodities:spell_holy, Holy Spell
variedcommodities:orb:0, Orb
variedcommodities:orb:1, Orb
variedcommodities:orb:2, Orb
variedcommodities:orb:3, Orb
variedcommodities:orb:4, Orb
variedcommodities:orb:5, Orb
variedcommodities:orb:6, Orb
variedcommodities:orb:7, Orb
variedcommodities:orb:8, Orb
variedcommodities:orb:9, Orb
variedcommodities:orb:10, Orb
variedcommodities:orb:11, Orb
variedcommodities:orb:12, Orb
variedcommodities:orb:13, Orb
variedcommodities:orb:14, Orb
variedcommodities:orb:15, Orb
variedcommodities:orb_broken:0, BrokenOrb
variedcommodities:orb_broken:1, BrokenOrb
variedcommodities:orb_broken:2, BrokenOrb
variedcommodities:orb_broken:3, BrokenOrb
variedcommodities:orb_broken:4, BrokenOrb
variedcommodities:orb_broken:5, BrokenOrb
variedcommodities:orb_broken:6, BrokenOrb
variedcommodities:orb_broken:7, BrokenOrb
variedcommodities:orb_broken:8, BrokenOrb
variedcommodities:orb_broken:9, BrokenOrb
variedcommodities:orb_broken:10, BrokenOrb
variedcommodities:orb_broken:11, BrokenOrb
variedcommodities:orb_broken:12, BrokenOrb
variedcommodities:orb_broken:13, BrokenOrb
variedcommodities:orb_broken:14, BrokenOrb
variedcommodities:orb_broken:15, BrokenOrb
variedcommodities:ancient_scroll, Ancient Scroll
variedcommodities:artifact, Artifact
variedcommodities:locket, Locket
variedcommodities:silk, Silk
variedcommodities:statuette, Statuette
variedcommodities:tablet, Tablet
variedcommodities:heart, Heart
variedcommodities:money, Money
variedcommodities:necklace, Necklace
variedcommodities:usb_stick, USB-Stick
variedcommodities:ancient_coin, Ancient Coin
variedcommodities:letter, Letter
variedcommodities:plans, Plans
variedcommodities:satchel, Satchel
variedcommodities:bag, Bag
variedcommodities:crystal, Crystal
variedcommodities:severed_ear, Severed Ear
variedcommodities:phone, Phone
variedcommodities:bandit_mask, Bandit Mask
variedcommodities:paper_crown, Paper Crown
variedcommodities:broken_arrow, Broken Arrow
variedcommodities:car_key, Car Key
variedcommodities:key, Key
variedcommodities:key2, Key
variedcommodities:pendant, Pendant
variedcommodities:blueprint, Blueprint
variedcommodities:ring, Ring
variedcommodities:skull, Skull
variedcommodities:lighter, Lighter
variedcommodities:chicken_sword, Chicken Sword
variedcommodities:handcuffs, Handcuffs
variedcommodities:magic_wand, Magic Wand
variedcommodities:bullet, Bullet
variedcommodities:wooden_gun, Wooden Gun
variedcommodities:stone_gun, Stone Gun
variedcommodities:iron_gun, Iron Gun
variedcommodities:golden_gun, Golden Gun
variedcommodities:diamond_gun, Diamond Gun
variedcommodities:bronze_gun, Bronze Gun
variedcommodities:emerald_gun, Emerald Gun
variedcommodities:machine_gun, Machine Gun
variedcommodities:mana, Mana
variedcommodities:wooden_staff, Wooden Staff
variedcommodities:stone_staff, Stone Staff
variedcommodities:iron_staff, Iron Staff
variedcommodities:golden_staff, Golden Staff
variedcommodities:diamond_staff, Diamond Staff
variedcommodities:bronze_staff, Bronze Staff
variedcommodities:emerald_staff, Emerald Staff
variedcommodities:demonic_staff, Demonic Staff
variedcommodities:frost_staff, Frost Staff
variedcommodities:mithril_staff, Mithril Staff
variedcommodities:elemental_staff:0, Elemental Staff
variedcommodities:elemental_staff:1, Elemental Staff
variedcommodities:elemental_staff:2, Elemental Staff
variedcommodities:elemental_staff:3, Elemental Staff
variedcommodities:elemental_staff:4, Elemental Staff
variedcommodities:elemental_staff:5, Elemental Staff
variedcommodities:elemental_staff:6, Elemental Staff
variedcommodities:elemental_staff:7, Elemental Staff
variedcommodities:elemental_staff:8, Elemental Staff
variedcommodities:elemental_staff:9, Elemental Staff
variedcommodities:elemental_staff:10, Elemental Staff
variedcommodities:elemental_staff:11, Elemental Staff
variedcommodities:elemental_staff:12, Elemental Staff
variedcommodities:elemental_staff:13, Elemental Staff
variedcommodities:elemental_staff:14, Elemental Staff
variedcommodities:elemental_staff:15, Elemental Staff
variedcommodities:wooden_trident, Wooden Trident
variedcommodities:stone_trident, Stone Trident
variedcommodities:iron_trident, Iron Trident
variedcommodities:golden_trident, Golden Trident
variedcommodities:diamond_trident, Diamond Trident
variedcommodities:bronze_trident, Bronze Trident
variedcommodities:emerald_trident, Emerald Trident
variedcommodities:cursed_trident, Cursed Trident
variedcommodities:demonic_trident, Demonic Trident
variedcommodities:frost_trident, Frost Trident
variedcommodities:mithril_trident, Mithril Trident
variedcommodities:kunai, Kunai
variedcommodities:kunai_reversed, Reverse Kunai
variedcommodities:shuriken, Shuriken
variedcommodities:shuriken_giant, Giant Shuriken
variedcommodities:katana, Katana
variedcommodities:kukri, Kukri
variedcommodities:ninja_claw, Ninja Claw
variedcommodities:steel_claw, Steel Claw
variedcommodities:bear_claw, Bear Claw
variedcommodities:katar, Katar
variedcommodities:bronze_sword, Bronze Sword
variedcommodities:emerald_sword, Emerald Sword
